Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-26 00:00:00+01:00,31.863000869750977,31.98699951171875,31.66200065612793,31.863000869750977,0,0.0,0.0
2024-09-27 00:00:00+01:00,31.459999084472656,31.766000747680664,31.422000885009766,31.459999084472656,0,0.0,0.0
2024-09-30 00:00:00+01:00,31.575000762939453,31.763999938964844,31.50200080871582,31.575000762939453,0,0.0,0.0
2024-10-01 00:00:00+01:00,31.579999923706055,31.910999298095703,31.579999923706055,31.579999923706055,0,0.0,0.0
2024-10-02 00:00:00+01:00,31.761999130249023,31.937000274658203,31.761999130249023,31.761999130249023,0,0.0,0.0
2024-10-03 00:00:00+01:00,31.812000274658203,32.106998443603516,31.812000274658203,31.812000274658203,0,0.0,0.0
2024-10-04 00:00:00+01:00,32.018001556396484,32.312801361083984,30.204999923706055,32.018001556396484,0,0.0,0.0
2024-10-07 00:00:00+01:00,32.34000015258789,32.30400085449219,32.141998291015625,32.34000015258789,0,0.0,0.0
2024-10-08 00:00:00+01:00,32.12179946899414,32.25699996948242,32.097999572753906,32.12179946899414,0,0.0,0.0
2024-10-09 00:00:00+01:00,32.16999816894531,32.262001037597656,32.03099822998047,32.16999816894531,0,0.0,0.0
2024-10-10 00:00:00+01:00,32.227500915527344,32.30400085449219,32.19499969482422,32.227500915527344,0,0.0,0.0
2024-10-11 00:00:00+01:00,32.195499420166016,32.25,32.11800003051758,32.195499420166016,0,0.0,0.0
2024-10-14 00:00:00+01:00,32.130001068115234,32.23400115966797,32.130001068115234,32.130001068115234,0,0.0,0.0
2024-10-15 00:00:00+01:00,32.152000427246094,32.209999084472656,32.124000549316406,32.152000427246094,0,0.0,0.0
2024-10-16 00:00:00+01:00,32.17100143432617,32.224998474121094,32.12480163574219,32.17100143432617,0,0.0,0.0
2024-10-17 00:00:00+01:00,32.1349983215332,32.20800018310547,32.09389877319336,32.1349983215332,0,0.0,0.0
2024-10-18 00:00:00+01:00,32.06800079345703,32.159000396728516,32.00450134277344,32.06800079345703,0,0.0,0.0
2024-10-21 00:00:00+01:00,32.04199981689453,32.106998443603516,31.836000442504883,32.04199981689453,0,0.0,0.0
2024-10-22 00:00:00+01:00,32.05099868774414,32.11800003051758,32.0098991394043,32.05099868774414,0,0.0,0.0
2024-10-23 00:00:00+01:00,32.013999938964844,32.13100051879883,31.957000732421875,32.013999938964844,0,0.0,0.0
2024-10-24 00:00:00+01:00,32.00400161743164,32.11800003051758,31.996999740600586,32.00400161743164,0,0.0,0.0
2024-10-25 00:00:00+01:00,31.983800888061523,32.11180114746094,31.964000701904297,31.983800888061523,0,0.0,0.0
2024-10-28 00:00:00+00:00,32.06380081176758,32.104000091552734,32.05179977416992,32.06380081176758,0,0.0,0.0
